DATAFLOW,LAST UPDATE,freq,na_item,ppp_cat,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2012,15900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2013,16100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2014,16100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2015,16900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2016,17600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2017,18700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2018,19700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2019,21300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2020,20000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2021,23300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2022,25900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2023,29000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Croatia,2024,30500,p,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2003,12700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2004,13300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2005,14000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2006,14600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2007,15100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2008,16100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2009,15600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2010,16400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2011,17100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2012,17100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2013,17800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2014,18500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2015,19400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2016,19600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2017,20400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2018,21900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2019,23200,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2020,22700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2021,24800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2022,27600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2023,29400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Hungary,2024,30400,p,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2003,29800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2004,31700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2005,33100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2006,35200,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2007,36900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2008,34200,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2009,31300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2010,32700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2011,33900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2012,34500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2013,35300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2014,37800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2015,51500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2016,50800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2017,55300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2018,58600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2019,60000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2020,62500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2021,74800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2022,85500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2023,81200,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Ireland,2024,83700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2003,26900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2004,29100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2005,30600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2006,31600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2007,32700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2008,33900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2009,31600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2010,30400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2011,31100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2012,31600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2013,32700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2014,33600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2015,36100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2016,37800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2017,38900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2018,39600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2019,40300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2020,36700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2021,40500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2022,47500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2023,51500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Iceland,2024,52300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2003,24000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2004,24200,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2005,24700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2006,25800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2007,26900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2008,27500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2009,26000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2010,26500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2011,27100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2012,26800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2013,26300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2014,26300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2015,26900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2016,28100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2017,28900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2018,29600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2019,30300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2020,28400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2021,31800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2022,35300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2023,37600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Italy,2024,38900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2003,9900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2004,10700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2005,11900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2006,13100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2007,15100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2008,16100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2009,13700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2010,15000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2011,16900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2012,18100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2013,19200,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2014,20100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2015,20700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2016,21400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2017,23100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2018,24700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2019,26400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2020,26400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2021,29300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2022,31700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2023,33000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Lithuania,2024,34700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2003,49400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2004,52800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2005,56300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2006,62700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2007,67100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2008,70500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2009,65600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2010,68300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2011,70300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2012,71300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2013,72600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2014,75200,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2015,77600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2016,78500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2017,78900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2018,79000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2019,78700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2020,77900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2021,87100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2022,89600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2023,92200,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Luxembourg,2024,96200,p,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2003,8700,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2004,9600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2005,10900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2006,11900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2007,13600,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2008,14500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2009,12500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2010,13100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2011,13900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2012,15100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2013,15800,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2014,16500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2015,17400,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2016,17900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2017,19000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2018,20200,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2019,20900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2020,20900,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2021,23500,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2022,25000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2023,27100,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Latvia,2024,28000,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Montenegro,2006,8300,,
ESTAT:SDG_10_10(1.0),10/07/25 11:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Gross domestic product,Percentage,Montenegro,2007,9800,,
